PKEY,YEAR,STATE,TYPEOFPRODUCER,ENERGYSOURCE,GENERATION
8161,1995,MI,"COMBINED HEAT AND POWER, ELECTRIC POWER",TOTAL,9611128
8162,1995,MI,"COMBINED HEAT AND POWER, ELECTRIC POWER",COAL,398437
8163,1995,MI,"COMBINED HEAT AND POWER, ELECTRIC POWER",NATURAL GAS,9181491
8164,1995,MI,"COMBINED HEAT AND POWER, ELECTRIC POWER",OTHER GASES,848
8165,1995,MI,"COMBINED HEAT AND POWER, ELECTRIC POWER",PETROLEUM,660
8166,1995,MI,"COMBINED HEAT AND POWER, ELECTRIC POWER",WOOD AND WOOD DERIVED FUELS,29692
8167,1995,MI,"COMBINED HEAT AND POWER, COMMERCIAL POWER",TOTAL,562902
8168,1995,MI,"COMBINED HEAT AND POWER, COMMERCIAL POWER",COAL,235712
8169,1995,MI,"COMBINED HEAT AND POWER, COMMERCIAL POWER",NATURAL GAS,65987
8170,1995,MI,"COMBINED HEAT AND POWER, COMMERCIAL POWER",OTHER,169
8171,1995,MI,"COMBINED HEAT AND POWER, COMMERCIAL POWER",OTHER BIOMASS,253539
8172,1995,MI,"COMBINED HEAT AND POWER, COMMERCIAL POWER",PETROLEUM,7495
8173,1995,MN,TOTAL ELECTRIC POWER INDUSTRY,TOTAL,45170884
8174,1995,MN,TOTAL ELECTRIC POWER INDUSTRY,COAL,28063939
8175,1995,MN,TOTAL ELECTRIC POWER INDUSTRY,HYDROELECTRIC CONVENTIONAL,1098125
8176,1995,MN,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,1030407
8177,1995,MN,TOTAL ELECTRIC POWER INDUSTRY,NUCLEAR,13243469
8178,1995,MN,TOTAL ELECTRIC POWER INDUSTRY,OTHER BIOMASS,713775
8179,1995,MN,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,494826
8180,1995,MN,TOTAL ELECTRIC POWER INDUSTRY,WIND,56997
8181,1995,MN,TOTAL ELECTRIC POWER INDUSTRY,WOOD AND WOOD DERIVED FUELS,469346
8182,1995,MN,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",TOTAL,398960
8183,1995,MN,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",HYDROELECTRIC CONVENTIONAL,51419
8184,1995,MN,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",NATURAL GAS,1876
8185,1995,MN,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",OTHER BIOMASS,288142
8186,1995,MN,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",PETROLEUM,563
8187,1995,MN,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",WIND,56960
8188,1995,MN,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",TOTAL,42502869
8189,1995,MN,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",COAL,26820765
8190,1995,MN,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",HYDROELECTRIC CONVENTIONAL,822599
8191,1995,MN,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",NATURAL GAS,702702
8192,1995,MN,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",NUCLEAR,13243469
8193,1995,MN,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",OTHER BIOMASS,406971
8194,1995,MN,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",PETROLEUM,484708
8195,1995,MN,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",WIND,37
8196,1995,MN,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",WOOD AND WOOD DERIVED FUELS,21618
8197,1995,MN,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",TOTAL,2177050
8198,1995,MN,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",COAL,1243174
8199,1995,MN,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",HYDROELECTRIC CONVENTIONAL,224107
8200,1995,MN,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",NATURAL GAS,255563
8201,1995,MN,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",PETROLEUM,6478
8202,1995,MN,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",WOOD AND WOOD DERIVED FUELS,447728
8203,1995,MN,"COMBINED HEAT AND POWER, COMMERCIAL POWER",TOTAL,92005
8204,1995,MN,"COMBINED HEAT AND POWER, COMMERCIAL POWER",NATURAL GAS,70266
8205,1995,MN,"COMBINED HEAT AND POWER, COMMERCIAL POWER",OTHER BIOMASS,18662
8206,1995,MN,"COMBINED HEAT AND POWER, COMMERCIAL POWER",PETROLEUM,3077
8207,1995,MO,TOTAL ELECTRIC POWER INDUSTRY,TOTAL,65720958
8208,1995,MO,TOTAL ELECTRIC POWER INDUSTRY,COAL,53860420
8209,1995,MO,TOTAL ELECTRIC POWER INDUSTRY,HYDROELECTRIC CONVENTIONAL,1918507
8210,1995,MO,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,1043440
8211,1995,MO,TOTAL ELECTRIC POWER INDUSTRY,NUCLEAR,8241833
8212,1995,MO,TOTAL ELECTRIC POWER INDUSTRY,OTHER BIOMASS,25478
8213,1995,MO,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,696261
8214,1995,MO,TOTAL ELECTRIC POWER INDUSTRY,PUMPED STORAGE,-64981
8215,1995,MO,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",TOTAL,65400254
8216,1995,MO,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",COAL,53582211
8217,1995,MO,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",HYDROELECTRIC CONVENTIONAL,1918507
8218,1995,MO,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",NATURAL GAS,1015384
8219,1995,MO,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",NUCLEAR,8241833
8220,1995,MO,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",OTHER BIOMASS,24979
8221,1995,MO,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",PETROLEUM,682321
8222,1995,MO,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",PUMPED STORAGE,-64981
8223,1995,MO,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",TOTAL,180664
8224,1995,MO,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",COAL,151640
8225,1995,MO,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",NATURAL GAS,27838
8226,1995,MO,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",OTHER BIOMASS,124
8227,1995,MO,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",PETROLEUM,1062
8228,1995,MO,"COMBINED HEAT AND POWER, COMMERCIAL POWER",TOTAL,140040
8229,1995,MO,"COMBINED HEAT AND POWER, COMMERCIAL POWER",COAL,126569
8230,1995,MO,"COMBINED HEAT AND POWER, COMMERCIAL POWER",NATURAL GAS,218
8231,1995,MO,"COMBINED HEAT AND POWER, COMMERCIAL POWER",OTHER BIOMASS,375
8232,1995,MO,"COMBINED HEAT AND POWER, COMMERCIAL POWER",PETROLEUM,12878
8233,1995,MS,TOTAL ELECTRIC POWER INDUSTRY,TOTAL,28980861
8234,1995,MS,TOTAL ELECTRIC POWER INDUSTRY,COAL,9324952
8235,1995,MS,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,9721170
8236,1995,MS,TOTAL ELECTRIC POWER INDUSTRY,NUCLEAR,8013321
8237,1995,MS,TOTAL ELECTRIC POWER INDUSTRY,OTHER BIOMASS,847
8238,1995,MS,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,37780
8239,1995,MS,TOTAL ELECTRIC POWER INDUSTRY,WOOD AND WOOD DERIVED FUELS,1882791
8240,1995,MS,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",TOTAL,3002
8241,1995,MS,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",NATURAL GAS,3002
8242,1995,MS,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",TOTAL,26395165
8243,1995,MS,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",COAL,9259980
8244,1995,MS,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",NATURAL GAS,9098126
8245,1995,MS,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",NUCLEAR,8013321
8246,1995,MS,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",PETROLEUM,23738
8247,1995,MS,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",TOTAL,2560125
8248,1995,MS,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",COAL,64972
8249,1995,MS,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",NATURAL GAS,597473
8250,1995,MS,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",OTHER BIOMASS,847
8251,1995,MS,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",PETROLEUM,14042
8252,1995,MS,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",WOOD AND WOOD DERIVED FUELS,1882791
8253,1995,MS,"COMBINED HEAT AND POWER, COMMERCIAL POWER",TOTAL,22569
8254,1995,MS,"COMBINED HEAT AND POWER, COMMERCIAL POWER",NATURAL GAS,22569
8255,1995,MT,TOTAL ELECTRIC POWER INDUSTRY,TOTAL,25961314
8256,1995,MT,TOTAL ELECTRIC POWER INDUSTRY,COAL,14934147
8257,1995,MT,TOTAL ELECTRIC POWER INDUSTRY,HYDROELECTRIC CONVENTIONAL,10745853
8258,1995,MT,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,48738
8259,1995,MT,TOTAL ELECTRIC POWER INDUSTRY,OTHER GASES,8678
8260,1995,MT,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,168054
8261,1995,MT,TOTAL ELECTRIC POWER INDUSTRY,WOOD AND WOOD DERIVED FUELS,55844
8262,1995,MT,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",TOTAL,327110
8263,1995,MT,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",COAL,278420
8264,1995,MT,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",HYDROELECTRIC CONVENTIONAL,47388
8265,1995,MT,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",PETROLEUM,1302
8266,1995,MT,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",TOTAL,25411151
8267,1995,MT,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",COAL,14655727
8268,1995,MT,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",HYDROELECTRIC CONVENTIONAL,10698465
8269,1995,MT,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",NATURAL GAS,31908
8270,1995,MT,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",PETROLEUM,25051
8271,1995,MT,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",WOOD AND WOOD DERIVED FUELS,0
8272,1995,MT,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",TOTAL,73326
8273,1995,MT,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",NATURAL GAS,16830
8274,1995,MT,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",PETROLEUM,652
8275,1995,MT,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",WOOD AND WOOD DERIVED FUELS,55844
8276,1995,MT,"COMBINED HEAT AND POWER, ELECTRIC POWER",TOTAL,149727
8277,1995,MT,"COMBINED HEAT AND POWER, ELECTRIC POWER",OTHER GASES,8678
8278,1995,MT,"COMBINED HEAT AND POWER, ELECTRIC POWER",PETROLEUM,141049
8279,1995,NC,TOTAL ELECTRIC POWER INDUSTRY,TOTAL,106294656
8280,1995,NC,TOTAL ELECTRIC POWER INDUSTRY,COAL,61484998
8281,1995,NC,TOTAL ELECTRIC POWER INDUSTRY,HYDROELECTRIC CONVENTIONAL,5520810
8282,1995,NC,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,771688
8283,1995,NC,TOTAL ELECTRIC POWER INDUSTRY,NUCLEAR,35910195
8284,1995,NC,TOTAL ELECTRIC POWER INDUSTRY,OTHER,259130
8285,1995,NC,TOTAL ELECTRIC POWER INDUSTRY,OTHER BIOMASS,54779
8286,1995,NC,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,479618
8287,1995,NC,TOTAL ELECTRIC POWER INDUSTRY,PUMPED STORAGE,167317
8288,1995,NC,TOTAL ELECTRIC POWER INDUSTRY,WOOD AND WOOD DERIVED FUELS,1646121
8289,1995,NC,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",TOTAL,1772868
8290,1995,NC,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",COAL,1308230
8291,1995,NC,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",HYDROELECTRIC CONVENTIONAL,23787
8292,1995,NC,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",NATURAL GAS,28961
8293,1995,NC,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",OTHER BIOMASS,42398
8294,1995,NC,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",PETROLEUM,5884
8295,1995,NC,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",WOOD AND WOOD DERIVED FUELS,363608
8296,1995,NC,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",TOTAL,96109819
8297,1995,NC,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",COAL,55698342
8298,1995,NC,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",HYDROELECTRIC CONVENTIONAL,3846840
8299,1995,NC,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",NATURAL GAS,252862
8300,1995,NC,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",NUCLEAR,35910195
8301,1995,NC,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",PETROLEUM,234263
8302,1995,NC,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",PUMPED STORAGE,167317
8303,1995,NC,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",TOTAL,4305298
8304,1995,NC,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",COAL,622234
8305,1995,NC,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",HYDROELECTRIC CONVENTIONAL,1635606
8306,1995,NC,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",NATURAL GAS,267756
8307,1995,NC,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",OTHER,259130
8308,1995,NC,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",OTHER BIOMASS,12381
8309,1995,NC,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",PETROLEUM,225678
8310,1995,NC,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",WOOD AND WOOD DERIVED FUELS,1282513
8311,1995,NC,"COMBINED HEAT AND POWER, ELECTRIC POWER",TOTAL,3965192
8312,1995,NC,"COMBINED HEAT AND POWER, ELECTRIC POWER",COAL,3731032
8313,1995,NC,"COMBINED HEAT AND POWER, ELECTRIC POWER",NATURAL GAS,220727
8314,1995,NC,"COMBINED HEAT AND POWER, ELECTRIC POWER",PETROLEUM,13433
8315,1995,NC,"COMBINED HEAT AND POWER, COMMERCIAL POWER",TOTAL,141479
8316,1995,NC,"COMBINED HEAT AND POWER, COMMERCIAL POWER",COAL,125160
8317,1995,NC,"COMBINED HEAT AND POWER, COMMERCIAL POWER",HYDROELECTRIC CONVENTIONAL,14577
8318,1995,NC,"COMBINED HEAT AND POWER, COMMERCIAL POWER",NATURAL GAS,1382
8319,1995,NC,"COMBINED HEAT AND POWER, COMMERCIAL POWER",PETROLEUM,360
8320,1995,ND,TOTAL ELECTRIC POWER INDUSTRY,TOTAL,29004247
8321,1995,ND,TOTAL ELECTRIC POWER INDUSTRY,COAL,26423871
8322,1995,ND,TOTAL ELECTRIC POWER INDUSTRY,HYDROELECTRIC CONVENTIONAL,2457401
8323,1995,ND,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,-348
8324,1995,ND,TOTAL ELECTRIC POWER INDUSTRY,OTHER BIOMASS,21959
8325,1995,ND,TOTAL ELECTRIC POWER INDUSTRY,OTHER GASES,43673
8326,1995,ND,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,57691
8327,1995,ND,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",TOTAL,28842021
8328,1995,ND,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",COAL,26336456
8329,1995,ND,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",HYDROELECTRIC CONVENTIONAL,2457401
8330,1995,ND,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",NATURAL GAS,-943
8331,1995,ND,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",PETROLEUM,49107
8332,1995,ND,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",TOTAL,162226
8333,1995,ND,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",COAL,87415
8334,1995,ND,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",NATURAL GAS,595
8335,1995,ND,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",OTHER BIOMASS,21959
8336,1995,ND,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",OTHER GASES,43673
8337,1995,ND,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",PETROLEUM,8584
8338,1995,NE,TOTAL ELECTRIC POWER INDUSTRY,TOTAL,25304300
8339,1995,NE,TOTAL ELECTRIC POWER INDUSTRY,COAL,16104419
8340,1995,NE,TOTAL ELECTRIC POWER INDUSTRY,HYDROELECTRIC CONVENTIONAL,1426058
8341,1995,NE,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,245428
8342,1995,NE,TOTAL ELECTRIC POWER INDUSTRY,NUCLEAR,7485448
8343,1995,NE,TOTAL ELECTRIC POWER INDUSTRY,OTHER BIOMASS,16268
8344,1995,NE,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,26679
8345,1995,NE,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",TOTAL,25279277
8346,1995,NE,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",COAL,16079519
8347,1995,NE,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",HYDROELECTRIC CONVENTIONAL,1426058
8348,1995,NE,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",NATURAL GAS,245305
8349,1995,NE,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",NUCLEAR,7485448
8350,1995,NE,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",OTHER BIOMASS,16268
8351,1995,NE,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",PETROLEUM,26679
8352,1995,NE,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",TOTAL,25023
8353,1995,NE,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",COAL,24900
8354,1995,NE,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",NATURAL GAS,123
8355,1995,NH,TOTAL ELECTRIC POWER INDUSTRY,TOTAL,15434379
8356,1995,NH,TOTAL ELECTRIC POWER INDUSTRY,COAL,3367488
8357,1995,NH,TOTAL ELECTRIC POWER INDUSTRY,HYDROELECTRIC CONVENTIONAL,1369890
8358,1995,NH,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,201304
8359,1995,NH,TOTAL ELECTRIC POWER INDUSTRY,NUCLEAR,8379376
8360,1995,NH,TOTAL ELECTRIC POWER INDUSTRY,OTHER BIOMASS,175308
8361,1995,NH,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,1064756
8362,1995,NH,TOTAL ELECTRIC POWER INDUSTRY,WOOD AND WOOD DERIVED FUELS,876257
8363,1995,NH,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",TOTAL,1098764
8364,1995,NH,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",HYDROELECTRIC CONVENTIONAL,216793
8365,1995,NH,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",OTHER BIOMASS,175308
8366,1995,NH,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",PETROLEUM,1078
8367,1995,NH,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",WOOD AND WOOD DERIVED FUELS,705585
8368,1995,NH,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",TOTAL,13936033
8369,1995,NH,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",COAL,3367488
8370,1995,NH,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",HYDROELECTRIC CONVENTIONAL,983966
8371,1995,NH,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",NATURAL GAS,201304
8372,1995,NH,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",NUCLEAR,8379376
8373,1995,NH,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",PETROLEUM,1003899
8374,1995,NH,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",TOTAL,289827
8375,1995,NH,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",HYDROELECTRIC CONVENTIONAL,169131
8376,1995,NH,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",PETROLEUM,34826
8377,1995,NH,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",WOOD AND WOOD DERIVED FUELS,85870
8378,1995,NH,"COMBINED HEAT AND POWER, ELECTRIC POWER",TOTAL,84886
8379,1995,NH,"COMBINED HEAT AND POWER, ELECTRIC POWER",PETROLEUM,84
8380,1995,NH,"COMBINED HEAT AND POWER, ELECTRIC POWER",WOOD AND WOOD DERIVED FUELS,84802
8381,1995,NH,"COMBINED HEAT AND POWER, COMMERCIAL POWER",TOTAL,24869
8382,1995,NH,"COMBINED HEAT AND POWER, COMMERCIAL POWER",PETROLEUM,24869
8383,1995,NJ,TOTAL ELECTRIC POWER INDUSTRY,TOTAL,45098658
8384,1995,NJ,TOTAL ELECTRIC POWER INDUSTRY,COAL,7165980
8385,1995,NJ,TOTAL ELECTRIC POWER INDUSTRY,HYDROELECTRIC CONVENTIONAL,10955
8386,1995,NJ,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,18202521
8387,1995,NJ,TOTAL ELECTRIC POWER INDUSTRY,NUCLEAR,16805517
8388,1995,NJ,TOTAL ELECTRIC POWER INDUSTRY,OTHER BIOMASS,1221856
8389,1995,NJ,TOTAL ELECTRIC POWER INDUSTRY,OTHER GASES,64073
8390,1995,NJ,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,1722288
8391,1995,NJ,TOTAL ELECTRIC POWER INDUSTRY,PUMPED STORAGE,-94532
8392,1995,NJ,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",TOTAL,1434476
8393,1995,NJ,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",HYDROELECTRIC CONVENTIONAL,10955
8394,1995,NJ,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",NATURAL GAS,673591
8395,1995,NJ,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",OTHER BIOMASS,722356
8396,1995,NJ,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",PETROLEUM,27574
8397,1995,NJ,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",TOTAL,27087559
8398,1995,NJ,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",COAL,5105184
8399,1995,NJ,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",NATURAL GAS,4386493
8400,1995,NJ,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",NUCLEAR,16805517
8401,1995,NJ,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",PETROLEUM,884897
8402,1995,NJ,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",PUMPED STORAGE,-94532
8403,1995,NJ,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",TOTAL,2839999
8404,1995,NJ,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",NATURAL GAS,2512647
8405,1995,NJ,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",OTHER BIOMASS,3541
8406,1995,NJ,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",OTHER GASES,64073
8407,1995,NJ,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",PETROLEUM,259738
8408,1995,NJ,"COMBINED HEAT AND POWER, ELECTRIC POWER",TOTAL,13590669
8409,1995,NJ,"COMBINED HEAT AND POWER, ELECTRIC POWER",COAL,2060796
8410,1995,NJ,"COMBINED HEAT AND POWER, ELECTRIC POWER",NATURAL GAS,10494527
8411,1995,NJ,"COMBINED HEAT AND POWER, ELECTRIC POWER",OTHER BIOMASS,493927
8412,1995,NJ,"COMBINED HEAT AND POWER, ELECTRIC POWER",PETROLEUM,541419
8413,1995,NJ,"COMBINED HEAT AND POWER, COMMERCIAL POWER",TOTAL,145955
8414,1995,NJ,"COMBINED HEAT AND POWER, COMMERCIAL POWER",NATURAL GAS,135263
8415,1995,NJ,"COMBINED HEAT AND POWER, COMMERCIAL POWER",OTHER BIOMASS,2032
8416,1995,NJ,"COMBINED HEAT AND POWER, COMMERCIAL POWER",PETROLEUM,8660
8417,1995,NM,TOTAL ELECTRIC POWER INDUSTRY,TOTAL,29831159
8418,1995,NM,TOTAL ELECTRIC POWER INDUSTRY,COAL,26121447
8419,1995,NM,TOTAL ELECTRIC POWER INDUSTRY,HYDROELECTRIC CONVENTIONAL,263920
8420,1995,NM,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,3408993
8421,1995,NM,TOTAL ELECTRIC POWER INDUSTRY,OTHER BIOMASS,9053
8422,1995,NM,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,27746
8423,1995,NM,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",TOTAL,29431903
8424,1995,NM,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",COAL,26121447
8425,1995,NM,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",HYDROELECTRIC CONVENTIONAL,263920
8426,1995,NM,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",NATURAL GAS,3023463
8427,1995,NM,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",PETROLEUM,23073
8428,1995,NM,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",TOTAL,360366
8429,1995,NM,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",NATURAL GAS,355693
8430,1995,NM,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",PETROLEUM,4673
8431,1995,NM,"COMBINED HEAT AND POWER, ELECTRIC POWER",TOTAL,17215
8432,1995,NM,"COMBINED HEAT AND POWER, ELECTRIC POWER",NATURAL GAS,8162
8433,1995,NM,"COMBINED HEAT AND POWER, ELECTRIC POWER",OTHER BIOMASS,9053
8434,1995,NM,"COMBINED HEAT AND POWER, COMMERCIAL POWER",TOTAL,21675
8435,1995,NM,"COMBINED HEAT AND POWER, COMMERCIAL POWER",NATURAL GAS,21675
8436,1995,NV,TOTAL ELECTRIC POWER INDUSTRY,TOTAL,23963994
8437,1995,NV,TOTAL ELECTRIC POWER INDUSTRY,COAL,13971824
8438,1995,NV,TOTAL ELECTRIC POWER INDUSTRY,GEOTHERMAL,1553696
8439,1995,NV,TOTAL ELECTRIC POWER INDUSTRY,HYDROELECTRIC CONVENTIONAL,1941534
8440,1995,NV,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,6443753
8441,1995,NV,TOTAL ELECTRIC POWER INDUSTRY,OTHER,26634
8442,1995,NV,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,26553
8443,1995,NV,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",TOTAL,1610693
